AcademicYear	DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
2006	06101	La Center School District	2558	La Center Elementary	0
2006	06101	La Center School District	4431	La Center High School	0
2006	06101	La Center School District	3371	La Center Middle School	0
2006	29311	LaConner School District	2522	La Conner Elementary	0
2006	29311	LaConner School District	2276	La Conner High School	0
2006	29311	LaConner School District	3900	La Conner Middle	0
2006	38126	LaCrosse School District	2087	Lacrosse Elementary School	0
2006	38126	LaCrosse School District	2088	Lacrosse High School	0
2006	04129	Lake Chelan School District	4260	Chelan High School	0
2006	04129	Lake Chelan School District	2317	Chelan Middle School	0
2006	04129	Lake Chelan School District	1940	Glacier Valley High School	0
2006	04129	Lake Chelan School District	3861	Holden Village Community School	0
2006	04129	Lake Chelan School District	1675	Lake Chelan Preschool	0
2006	04129	Lake Chelan School District	2689	Morgen Owings Elementary School	0
2006	14097	Lake Quinault School District	2921	Lake Quinault Elementary	0
2006	14097	Lake Quinault School District	2973	Lake Quinault High School	0
2006	31004	Lake Stevens School District	4391	Glenwood Elementary	0
2006	31004	Lake Stevens School District	4534	Highland Elementary	0
2006	31004	Lake Stevens School District	2885	Hillcrest Elementary School	0
2006	31004	Lake Stevens School District	1753	Homelink	0
2006	31004	Lake Stevens School District	3408	Lake Stevens Middle School	0
2006	31004	Lake Stevens School District	2426	Lake Stevens Sr High School	0
2006	31004	Lake Stevens School District	2884	Mt. Pilchuck Elementary School	0
2006	31004	Lake Stevens School District	4139	North Lake Middle School	0
2006	31004	Lake Stevens School District	4140	Prove High School	0
2006	31004	Lake Stevens School District	4392	Skyline Elementary	0
2006	31004	Lake Stevens School District	3753	Sunnycrest Elementary School	0
2006	17414	Lake Washington School District	4256	Alcott Elementary	0
2006	17414	Lake Washington School District	3548	Audubon Elementary	0
2006	17414	Lake Washington School District	3592	Bell Elementary	0
2006	17414	Lake Washington School District	1931	Best Night School	0
2006	17414	Lake Washington School District	3855	Best Sr High	0
2006	17414	Lake Washington School District	4532	Blackwell Elementary	0
2006	17414	Lake Washington School District	3856	Community School	0
2006	17414	Lake Washington School District	1649	Contractual Schools	0
2006	17414	Lake Washington School District	4018	Dickinson Elementary	0
2006	17414	Lake Washington School District	1658	Discovery School	0
2006	17414	Lake Washington School District	4439	Eastlake High School	0
2006	17414	Lake Washington School District	4424	Einstein Elementary	0
2006	17414	Lake Washington School District	1800	Environmental & Adventure School	0
2006	17414	Lake Washington School District	4148	Evergreen Junior High	0
2006	17414	Lake Washington School District	1687	Explorer Community School	0
2006	17414	Lake Washington School District	1688	Family Learning Center	0
2006	17414	Lake Washington School District	3590	Finn Hill Junior High School	0
2006	17414	Lake Washington School District	3591	Franklin Elementary	0
2006	17414	Lake Washington School District	3675	Frost Elementary	0
2006	17414	Lake Washington School District	1804	Futures School	0
2006	17414	Lake Washington School District	4386	Inglewood Junior High	0
2006	17414	Lake Washington School District	1706	International Community School	0
2006	17414	Lake Washington School District	2796	Juanita Elementary	0
2006	17414	Lake Washington School District	3771	Juanita High	0
2006	17414	Lake Washington School District	3922	Kamiakin Junior High School	0
2006	17414	Lake Washington School District	3704	Keller Elementary	0
2007	17001	Seattle Public Schools	1637	Interagency United Indians (II-WA-SIL)	0
2006	17414	Lake Washington School District	3941	Kirk Elementary	0
2006	17414	Lake Washington School District	2308	Kirkland Junior High	0
2006	17414	Lake Washington School District	2739	Lake Washington High	0
2006	17414	Lake Washington School District	3041	Lakeview Elementary	0
2006	17414	Lake Washington School District	3529	Mann Elementary	0
2006	17414	Lake Washington School District	4354	Mcauliffe Elementary	0
2006	17414	Lake Washington School District	4096	Mead Elementary	0
2006	17414	Lake Washington School District	3748	Muir Elementary	0
2006	17414	Lake Washington School District	4167	Northstar	0
2006	17414	Lake Washington School District	3549	Ready Start Preschool	0
2006	17414	Lake Washington School District	2289	Redmond Elementary	0
2006	17414	Lake Washington School District	3528	Redmond High	0
2006	17414	Lake Washington School District	3232	Redmond Junior High School	0
2006	17414	Lake Washington School District	4147	Rockwell Elementary	0
2006	17414	Lake Washington School District	2992	Rose Hill Elementary	0
2007	34402	Tenino School District	3795	Tenino Middle School	0
2006	17414	Lake Washington School District	3706	Rose Hill Junior High	0
2006	17414	Lake Washington School District	3703	Rush Elementary	0
2006	17414	Lake Washington School District	3747	Sandburg Elementary	0
2006	17414	Lake Washington School District	4302	Smith Elementary	0
2006	17414	Lake Washington School District	1975	Stella Schola	0
2006	17414	Lake Washington School District	3490	Thoreau Elementary	0
2006	17414	Lake Washington School District	3441	Twain Elementary	0
2006	17414	Lake Washington School District	4336	Wilder Elementary	0
2006	31306	Lakewood School District	4576	Cougar Creek Elementary School	0
2006	31306	Lakewood School District	4477	English Crossing Elementary	0
2006	31306	Lakewood School District	3255	Lakewood Elementary School	0
2006	31306	Lakewood School District	4204	Lakewood High School	0
2006	31306	Lakewood School District	3893	Lakewood Middle School	0
2006	38264	Lamont School District	3137	Lamont Middle School	0
2006	32362	Liberty School District	3416	Liberty High School	0
2006	32362	Liberty School District	4226	Liberty Jr High & Elementary	0
2006	01158	Lind School District	3421	Lind Elementary School	0
2006	01158	Lind School District	2903	Lind Jr Sr High	0
2006	08122	Longview School District	2665	Broadway Learning Center	0
2006	08122	Longview School District	3475	Cascade Middle School	0
2006	08122	Longview School District	3211	Columbia Heights Elementary	0
2006	08122	Longview School District	2369	Columbia Valley Garden Elem Schl	0
2006	08122	Longview School District	2319	Kessler Elementary School	0
2006	08122	Longview School District	3913	Longview School District Special Services	0
2006	08122	Longview School District	3151	Mark Morris High School	0
2006	08122	Longview School District	3658	Mint Valley Elementary	0
2006	08122	Longview School District	2831	Monticello Middle School	0
2006	08122	Longview School District	2914	Northlake Elementary School	0
2006	08122	Longview School District	2726	Olympic Elementary School	0
2006	08122	Longview School District	2416	R A Long High School	0
2006	08122	Longview School District	3019	Robert Gray Elementary	0
2006	08122	Longview School District	2370	Saint Helens Elementary	0
2006	33183	Loon Lake School District	2480	Loon Lake Elementary School	0
2006	33183	Loon Lake School District	1922	Loon Lake Homelink Program	0
2006	28144	Lopez School District	4178	Decatur Elementary	0
2006	28144	Lopez School District	4107	Lopez Elementary School	0
2006	28144	Lopez School District	2632	Lopez Middle High School	0
2006	20406	Lyle School District	3049	Dallesport Elementary	0
2006	20406	Lyle School District	3111	Lyle High School	0
2006	20406	Lyle School District	3643	Lyle Middle School	0
2006	37504	Lynden School District	3417	Fisher Elementary School	0
2006	37504	Lynden School District	4324	Isom Intermediate School	0
2006	37504	Lynden School District	4201	Lynden High School	0
2006	37504	Lynden School District	1983	Lynden Learning Lifestyle	0
2006	37504	Lynden School District	2219	Lynden Middle School	0
2006	37504	Lynden School District	1914	Lynden Special Services	0
2006	37504	Lynden School District	4517	Vossbeck Elementary School	0
2006	39120	Mabton School District	3070	Artz Fox Elementary	0
2006	39120	Mabton School District	2593	Mabton Jr Sr High School	0
2006	09207	Mansfield School District	2233	Mansfield Elem and High School	0
2006	04019	Manson School District	2196	Manson Elementary	0
2006	04019	Manson School District	2623	Manson Junior Senior High School	0
2006	23311	Mary M Knight School District	4002	Mary M Knight Elementary	0
2006	23311	Mary M Knight School District	3495	Mary M Knight High School	0
2006	33207	Mary Walker School District	3311	Mary Walker High School	0
2006	33207	Mary Walker School District	1819	Parent Partner Program	0
2006	33207	Mary Walker School District	1857	Springdale Academy	0
2006	33207	Mary Walker School District	2297	Springdale Elementary	0
2006	33207	Mary Walker School District	3894	Springdale Middle School	0
2006	31025	Marysville School District	1656	10th Street School	0
2006	31025	Marysville School District	4454	Allen Creek Elementary School	0
2006	31025	Marysville School District	3059	Cascade Elementary	0
2006	31025	Marysville School District	4357	Cedarcrest School	0
2006	31025	Marysville School District	1657	Heritage School	0
2006	31025	Marysville School District	4323	Kellogg Marsh Elementary School	0
2006	31025	Marysville School District	3964	Liberty Elementary	0
2006	31025	Marysville School District	4150	Marshall Elementary	0
2006	31025	Marysville School District	4233	Marysville Alternative High Schl	0
2006	31025	Marysville School District	1927	Marysville Arts and Technology High School	0
2006	31025	Marysville School District	1862	Marysville Coop Program	0
2006	31025	Marysville School District	2813	Marysville Junior High School	0
2006	31025	Marysville School District	3355	Marysville Middle School	0
2006	31025	Marysville School District	3756	Marysville Pilchuck High School	0
2006	31025	Marysville School District	1910	Marysville SD Special	0
2006	31025	Marysville School District	3651	Pinewood Elementary	0
2006	31025	Marysville School District	4510	Quil Ceda Elementary	0
2006	31025	Marysville School District	1744	School Home Partnership Program	0
2006	31025	Marysville School District	3187	Shoultes Elementary	0
2006	31025	Marysville School District	3537	Sunnyside Elementary	0
2006	31025	Marysville School District	3354	Tulalip Elementary	0
2008	17401	Highline Public Schools	3099	Evergreen High School	1
2006	14065	McCleary School District	2835	Mccleary Elem	0
2006	32354	Mead School District	3693	Brentwood Elementary School	0
2006	32354	Mead School District	3562	Colbert Elementary School	0
2006	32354	Mead School District	3414	Evergreen Elementary School	0
2006	32354	Mead School District	3759	Farwell Elementary School	0
2006	32354	Mead School District	1803	Mead Alternative High School	0
2006	32354	Mead School District	1858	Mead Education Partnership Prog	0
2006	32354	Mead School District	3191	Mead Middle School	0
2006	32354	Mead School District	2402	Mead Senior High School	0
2006	32354	Mead School District	4400	Meadow Ridge Elementary	0
2006	32354	Mead School District	4133	Midway Elementary	0
2006	32354	Mead School District	4491	Mt Spokane High School	0
2006	32354	Mead School District	3851	Northwood Middle School	0
2006	32354	Mead School District	4134	Shiloh Hills Elementary	0
2006	32326	Medical Lake School District	4483	Hallett Elementary	0
2006	32326	Medical Lake School District	3359	Medical Lake Elementary	0
2008	05121	Port Angeles School District	2054	Fairview Elementary	0
2006	32326	Medical Lake School District	2890	Medical Lake High School	0
2006	32326	Medical Lake School District	3965	Medical Lake Middle School	0
2006	32326	Medical Lake School District	4577	Michael Anderson Elementary	0
2006	17400	Mercer Island School District	3162	Island Park Elementary	0
2006	17400	Mercer Island School District	3219	Islander Middle School	0
2006	17400	Mercer Island School District	2981	Lakeridge Elementary School	0
2006	17400	Mercer Island School District	3029	Mercer Island High School	0
2006	17400	Mercer Island School District	3433	West Mercer Elementary	0
2006	37505	Meridian School District	2584	Irene Reither Primary School	0
2006	37505	Meridian School District	2554	Meridian High School	0
2006	37505	Meridian School District	3930	Meridian Middle School	0
2006	37505	Meridian School District	1743	Meridian Special Programs	0
2006	37505	Meridian School District	4388	Ten Mile Creek Elementary	0
2006	37505	Meridian School District	1783	Timber Ridge	0
2006	24350	Methow Valley School District	1621	Alternative School	0
2006	24350	Methow Valley School District	1845	Home School Experience	0
2006	24350	Methow Valley School District	2146	Liberty Bell Jr Sr High	0
2006	24350	Methow Valley School District	4501	Methow Valley Elementary	0
2006	30031	Mill A School District	3406	Mill A Elementary School	0
2006	31103	Monroe School District	4362	Chain Lake Elementary School	0
2006	31103	Monroe School District	3060	Frank Wagner Elementary	0
2006	31103	Monroe School District	4544	Hidden River Middle School	0
2006	31103	Monroe School District	1806	Leaders In Learning	0
2006	31103	Monroe School District	2546	Maltby Elementary	0
2006	31103	Monroe School District	4528	Monroe High School	0
2006	31103	Monroe School District	3061	Monroe Middle School	0
2006	31103	Monroe School District	1570	Monroe Special Ed Preschool	0
2006	31103	Monroe School District	1912	Monroe Transition Center	0
2006	31103	Monroe School District	1643	Out Of District Special Ed	0
2006	31103	Monroe School District	4159	Salem Woods Elementary School	0
2006	31103	Monroe School District	1777	Sky Valley Education Center	0
2006	14066	Montesano School District	3661	Beacon Avenue Elementary School	0
2006	14066	Montesano School District	5023	Montesano Choice School	0
2006	14066	Montesano School District	2180	Montesano Jr-Sr High	0
2006	14066	Montesano School District	3374	Simpson Avenue Elementary	0
2006	21214	Morton School District	2678	Morton Elementary School	0
2006	21214	Morton School District	3112	Morton Junior-Senior High	0
2006	13161	Moses Lake School District	3022	Chief Moses Middle School	0
2006	13161	Moses Lake School District	4580	Columbia Basin Secondary School	0
2006	13161	Moses Lake School District	2673	Frontier Middle School	0
2006	13161	Moses Lake School District	3091	Garden Heights Elementary	0
2006	13161	Moses Lake School District	2833	Knolls Vista Elementary	0
2006	13161	Moses Lake School District	2969	Lakeview Terrace Elementary	0
2006	13161	Moses Lake School District	3021	Larson Heights Elementary	0
2006	13161	Moses Lake School District	3153	Longview Elementary	0
2006	13161	Moses Lake School District	2970	MLC/Discover Elementary	0
2006	13161	Moses Lake School District	3215	Moses Lake High School	0
2006	13161	Moses Lake School District	3779	North Elementary	0
2006	13161	Moses Lake School District	2832	Peninsula Elementary	0
2006	21206	Mossyrock School District	2572	Mossyrock Elementary School	0
2006	21206	Mossyrock School District	3238	Mossyrock Middle & High Schl	0
2006	39209	Mount Adams School District	2506	Harrah Elementary School	0
2006	39209	Mount Adams School District	2389	Mount Adams Middle School	0
2006	39209	Mount Adams School District	2532	White Swan High School	0
2006	37507	Mount Baker School District	2585	Acme Elementary	0
2006	37507	Mount Baker School District	1936	Educational Resource Center	0
2006	37507	Mount Baker School District	3365	Harmony Elementary	0
2006	37507	Mount Baker School District	4533	Kendall Elementary	0
2006	37507	Mount Baker School District	3003	Mount Baker Junior High	0
2006	37507	Mount Baker School District	2343	Mount Baker Senior High	0
2006	30029	Mount Pleasant School District	3459	Mount Pleasant Elementary School	0
2006	29320	Mount Vernon School District	4329	Centennial Elementary School	0
2006	29320	Mount Vernon School District	3183	Jefferson Elementary	0
2006	29320	Mount Vernon School District	3821	La Venture Middle School	0
2006	29320	Mount Vernon School District	2579	Lincoln Elementary School	0
2006	29320	Mount Vernon School District	4013	Little Mountain Elementary	0
2006	29320	Mount Vernon School District	3001	Madison Elementary	0
2006	29320	Mount Vernon School District	4511	Mount Baker Middle School	0
2006	29320	Mount Vernon School District	2295	Mount Vernon High School	0
2006	29320	Mount Vernon School District	3829	Mount Vernon Special Ed	0
2006	29320	Mount Vernon School District	1992	Skagit Family Learning Center MVSD	0
2006	29320	Mount Vernon School District	2880	Washington Elementary School	0
2006	31006	Mukilteo School District	4247	ACES High School	0
2006	31006	Mukilteo School District	4303	Challenger Elementary	0
2006	31006	Mukilteo School District	4342	Columbia Elementary	0
2006	31006	Mukilteo School District	4304	Discovery Elementary	0
2006	31006	Mukilteo School District	4469	Endeavour Elementary	0
2006	31006	Mukilteo School District	4231	Explorer Middle School	0
2006	31006	Mukilteo School District	2886	Fairmount Elementary	0
2008	27003	Puyallup School District	3114	Riverside Elementary	0
2006	31006	Mukilteo School District	4430	Harbour Pointe Middle School	0
2006	31006	Mukilteo School District	4344	Horizon Elementary	0
2006	31006	Mukilteo School District	4433	Kamiak High School	0
2006	31006	Mukilteo School District	3688	Mariner High School	0
2006	31006	Mukilteo School District	4164	Mukilteo Elementary	0
2006	31006	Mukilteo School District	4583	Odyssey Elementary	0
2006	31006	Mukilteo School District	3121	Olivia Park Elementary	0
2006	31006	Mukilteo School District	3120	Olympic View Middle School	0
2006	31006	Mukilteo School District	4165	Picnic Point Elementary	0
2006	31006	Mukilteo School District	3687	Serene Lake Elementary	0
2006	31006	Mukilteo School District	1848	Special Services	0
2006	31006	Mukilteo School District	4425	Voyager Middle School	0
2006	39003	Naches Valley School District	2591	Naches Valley High School	0
2006	39003	Naches Valley School District	2898	Naches Valley Middle School	0
2006	39003	Naches Valley School District	2897	Naches Valley Primary School	0
2006	21014	Napavine School District	3288	Napavine Elementary	0
2006	21014	Napavine School District	2273	Napavine Jr Sr High School	0
2006	25155	Naselle-Grays River Valley School District	2868	Naselle Elementary	0
2006	25155	Naselle-Grays River Valley School District	3295	Naselle Jr Sr High Schools	0
2006	25155	Naselle-Grays River Valley School District	3599	Naselle Youth Camp School	0
2006	24014	Nespelem School District	2494	Nespelem Elementary	0
2006	26056	Newport School District	2518	Newport High School	0
2006	26056	Newport School District	3968	Sadie Halstead Middle School	0
2006	26056	Newport School District	4478	Stratton Elementary	0
2006	32325	Nine Mile Falls School District	4036	Lake Spokane Elementary	0
2006	32325	Nine Mile Falls School District	4333	Lakeside High School	0
2006	32325	Nine Mile Falls School District	4521	Lakeside Middle School	0
2006	32325	Nine Mile Falls School District	2341	Nine Mile Falls Elementary	0
2006	32325	Nine Mile Falls School District	1722	Phoenix Alternative School	0
2006	37506	Nooksack School District	4428	Everson Elementary	0
2006	37506	Nooksack School District	4525	Nooksack Elementary	0
2006	37506	Nooksack School District	2459	Nooksack Valley High School	0
2006	37506	Nooksack School District	2687	Nooksack Valley Middle School	0
2006	37506	Nooksack School District	1823	Nooksack Valley Special Services	0
2006	37506	Nooksack School District	2489	Sumas Elementary	0
2006	14064	North Beach School District	2728	North Beach High School	0
2006	14064	North Beach School District	3788	North Beach Middle School	0
2006	14064	North Beach School District	3787	Ocean Shores Elementary	0
2006	14064	North Beach School District	3155	Pacific Beach Elementary School	0
2006	11051	North Franklin School District	3325	Basin City Elem	0
2006	11051	North Franklin School District	1850	Camp Outlook	0
2006	11051	North Franklin School District	2918	Connell Elem	0
2006	11051	North Franklin School District	3272	Connell High School	0
2006	11051	North Franklin School District	3086	Mesa Elem	0
2006	11051	North Franklin School District	1754	Palouse Junction High School	0
2006	11051	North Franklin School District	2198	Robert L Olds Junior High School	0
2006	18400	North Kitsap School District	4358	Breidablik Elementary	0
2006	18400	North Kitsap School District	2798	David Wolfle Elementary	0
2006	18400	North Kitsap School District	2854	Hilder Pearson Elementary	0
2006	18400	North Kitsap School District	3126	Jhop Program	0
2006	18400	North Kitsap School District	4359	Kingston Junior High	0
2006	18400	North Kitsap School District	3236	North Kitsap High School	0
2006	18400	North Kitsap School District	1733	Pal Program	0
2006	18400	North Kitsap School District	2026	Poulsbo Elementary School	0
2006	18400	North Kitsap School District	2476	Poulsbo Junior High	0
2006	18400	North Kitsap School District	4467	Richard Gordon Elementary	0
2006	18400	North Kitsap School District	1677	Special Programs	0
2006	18400	North Kitsap School District	1562	Spectrum Community School	0
2006	18400	North Kitsap School District	3391	Suquamish Elementary School	0
2006	18400	North Kitsap School District	4461	Vinland Elementary	0
2006	23403	North Mason School District	2662	Belfair Elementary	0
2006	23403	North Mason School District	3174	Hawkins Middle School	0
2006	23403	North Mason School District	1861	North Mason Homelink Program	0
2006	23403	North Mason School District	1680	North Mason Options High School	0
2006	23403	North Mason School District	3175	North Mason Senior High School	0
2006	23403	North Mason School District	4320	Sand Hill Elementary	0
2006	25200	North River School District	2292	North River School	0
2006	34003	North Thurston Public Schools	3361	Chinook Middle School	0
2006	34003	North Thurston Public Schools	4058	Evergreen Forest Elementary	0
2006	34003	North Thurston Public Schools	4408	Horizons Elementary	0
2006	34003	North Thurston Public Schools	4409	Komachin Middle School	0
2006	34003	North Thurston Public Schools	3653	Lacey Elementary	0
2006	34003	North Thurston Public Schools	3539	Lakes Elementary School	0
2006	34003	North Thurston Public Schools	3262	Lydia Hawk Elementary	0
2006	34003	North Thurston Public Schools	4255	Meadows Elementary	0
2006	34003	North Thurston Public Schools	3130	Mountain View Elementary	0
2006	34003	North Thurston Public Schools	3611	Nisqually Middle School	0
2006	34003	North Thurston Public Schools	3010	North Thurston High School	0
2006	34003	North Thurston Public Schools	3709	Olympic View Elementary	0
2006	34003	North Thurston Public Schools	4271	Pleasant Glade Elementary	0
2006	34003	North Thurston Public Schools	4427	River Ridge High School	0
2006	34003	North Thurston Public Schools	4368	Seven Oaks Elementary	0
2006	34003	North Thurston Public Schools	2754	South Bay Elementary	0
2006	34003	North Thurston Public Schools	4314	South Sound High School	0
2006	34003	North Thurston Public Schools	3710	Timberline High School	0
2006	34003	North Thurston Public Schools	4122	Woodland Elementary	0
2006	33211	Northport School District	2062	Northport Elementary School	0
2006	33211	Northport School District	2958	Northport High School	0
2006	17417	Northshore School District	1885	Alternative Junior High School	0
2006	17417	Northshore School District	3107	Arrowhead Elementary	0
2006	17417	Northshore School District	4305	Bear Creek Elementary	0
2006	17417	Northshore School District	3106	Bothell High School	0
2006	17417	Northshore School District	2493	C O Sorenson	0
2006	17417	Northshore School District	4017	Canyon Creek Elementary	0
2006	17417	Northshore School District	3493	Canyon Park Jr High	0
2006	17417	Northshore School District	3234	Cottage Lake Elementary	0
2006	17417	Northshore School District	3105	Crystal Springs Elementary	0
2006	17417	Northshore School District	4379	East Ridge Elementary	0
2006	17417	Northshore School District	4306	Fernwood Elementary	0
2006	17417	Northshore School District	4355	Frank Love Elementary	0
2006	17417	Northshore School District	4124	Hollywood Hill Elementary	0
2006	17417	Northshore School District	3492	Inglemoor Hs	0
2006	17417	Northshore School District	2993	Kenmore Elementary	0
2006	17417	Northshore School District	3345	Kenmore Junior High	0
2006	17417	Northshore School District	4455	Kokanee Elementary	0
2006	17417	Northshore School District	3790	Leota Jr High	0
2006	17417	Northshore School District	3390	Lockwood Elementary	0
2006	17417	Northshore School District	3344	Maywood Hills Elementary	0
2006	17417	Northshore School District	3442	Moorlands Elementary	0
2006	17417	Northshore School District	1814	Northshore Home School Networks	0
2006	17417	Northshore School District	4021	Northshore Jr High	0
2006	17417	Northshore School District	1815	Northshore Special Services	0
2006	17417	Northshore School District	3679	Shelton View Elementary	0
2006	17417	Northshore School District	4371	Skyview Jr High	0
2006	17417	Northshore School District	4187	Sunrise Elementary	0
2006	17417	Northshore School District	4516	Timbercrest Junior High	0
2006	17417	Northshore School District	4069	Wellington Elementary	0
2006	17417	Northshore School District	3287	Westhill Elementary	0
2006	17417	Northshore School District	3749	Woodin Elementary	0
2006	17417	Northshore School District	4208	Woodinville Hs	0
2006	17417	Northshore School District	3396	Woodinville Treatment Center	0
2006	17417	Northshore School District	4377	Woodmoor Elementary	0
2006	29801	Northwest Educational Service District 189	3420	Whatcom Co Detention Ctr	0
2006	15201	Oak Harbor School District	3477	Broadview Elementary	0
2006	15201	Oak Harbor School District	2794	Clover Valley Elementary	0
2006	15201	Oak Harbor School District	3377	Crescent Harbor Elem	0
2006	15201	Oak Harbor School District	4328	Hillcrest Elementary	0
2006	15201	Oak Harbor School District	1758	Homeconnection	0
2006	15201	Oak Harbor School District	3939	North Whidbey Middle School	0
2006	15201	Oak Harbor School District	2696	Oak Harbor Elementary	0
2006	15201	Oak Harbor School District	2974	Oak Harbor High School	0
2006	15201	Oak Harbor School District	3274	Oak Harbor Middle School	0
2006	15201	Oak Harbor School District	3566	Olympic View Elem	0
2006	38324	Oakesdale School District	3205	Oakesdale Elementary School	0
2006	38324	Oakesdale School District	2432	Oakesdale High School	0
2006	14400	Oakville School District	2922	Oakville Elementary	0
2006	14400	Oakville School District	2283	Oakville High School	0
2006	25101	Ocean Beach School District	1696	Ilwaco Alternative High School	0
2006	25101	Ocean Beach School District	2517	Ilwaco Jr High School	0
2006	25101	Ocean Beach School District	4220	Ilwaco Sr High	0
2006	25101	Ocean Beach School District	3531	Long Beach Elementary School	0
2006	25101	Ocean Beach School District	4039	Ocean Park Elementary	0
2006	14172	Ocosta School District	3025	Ocosta Elementary School	0
2006	14172	Ocosta School District	3024	Ocosta Junior - Senior High	0
2006	22105	Odessa School District	2443	Odessa High School	0
2006	22105	Odessa School District	2769	P C Jantz Elementary	0
2006	24105	Okanogan School District	2539	Grainger Elementary	0
2006	24105	Okanogan School District	1980	Okanogan Alternative School	0
2006	24105	Okanogan School District	2246	Okanogan High School	0
2006	24105	Okanogan School District	2245	Okanogan Middle School	0
2006	34111	Olympia School District	1768	Avanti High School	0
2006	34111	Olympia School District	2487	Boston Harbor Elementary	0
2006	34111	Olympia School District	3960	Capital High School	0
2006	34111	Olympia School District	4367	Centennial Elementary	0
2006	34111	Olympia School District	2448	Garfield Elementary School	0
2006	34111	Olympia School District	3133	Jefferson Middle School	0
2006	34111	Olympia School District	4472	Julia Butler Hansen Elementary	0
2006	34111	Olympia School District	3540	Leland P Brown Elementary	0
2006	34111	Olympia School District	2342	Lincoln Elementary School	0
2006	34111	Olympia School District	3066	Madison Elementary School	0
2006	34111	Olympia School District	4458	Mckenny Elementary	0
2008	17001	Seattle Public Schools	1893	Interagency New Holly	0
2006	34111	Olympia School District	2621	Mclane Elementary School	0
2006	34111	Olympia School District	3132	Olympia High School	0
2006	34111	Olympia School District	3697	Pioneer Elementary School	0
2006	34111	Olympia School District	3696	Reeves Middle School	0
2006	34111	Olympia School District	2778	Roosevelt Elementary School	0
2006	34111	Olympia School District	4473	Thurgood Marshall Middle School	0
2006	34111	Olympia School District	3711	Washington Middle School	0
2006	18801	Olympic Educational Service District 114	3481	Kitsap Co Detention Ctr	0
2006	24019	Omak School District	3051	E Omak Elementary	0
2006	24019	Omak School District	2999	N Omak Elementary	0
2006	24019	Omak School District	4279	Omak Alternative High School	0
2006	24019	Omak School District	2031	Omak High School	0
2006	24019	Omak School District	4237	Omak Middle School	0
2006	24019	Omak School District	4278	Paschal Sherman	0
2006	21300	Onalaska School District	1990	Contract Studies School-Onalaska	0
2006	21300	Onalaska School District	3239	Onalaska Elementary/Middle School	0
2008	17001	Seattle Public Schools	1868	Interagency Peace for Streets	0
2006	21300	Onalaska School District	2331	Onalaska High School	0
2006	33030	Onion Creek School District	2049	Onion Creek Elementary	0
2006	28137	Orcas Island School District	1892	Oasis Alternative School	0
2006	28137	Orcas Island School District	2749	Orcas Island Elementary School	0
2006	28137	Orcas Island School District	2750	Orcas Island High School	0
2006	28137	Orcas Island School District	4558	Orcas Island Middle School	0
2006	28137	Orcas Island School District	3808	Waldron Island School	0
2006	32123	Orchard Prairie School District	3723	Orchard Prairie Elementary	0
2006	10065	Orient School District	2136	Orient Elem	0
2006	09013	Orondo School District	2666	Orondo Elementary	0
2006	24410	Oroville School District	2422	Oroville Elementary	0
2006	24410	Oroville School District	2706	Oroville Middle-High School	0
2006	27344	Orting School District	2942	Orting High School	0
2006	27344	Orting School District	4262	Orting Middle School	0
2006	27344	Orting School District	5011	Orting Pre-School	0
2006	27344	Orting School District	2360	Orting Primary School	0
2006	27344	Orting School District	4547	Ptarmigan Ridge Intermediate Sch	0
2006	01147	Othello School District	2961	Hiawatha Elementary School	0
2006	01147	Othello School District	2902	Lutacaga Elementary	0
2006	01147	Othello School District	3471	McFarland Junior	0
2006	01147	Othello School District	3015	Othello High School	0
2006	01147	Othello School District	3730	Scootney Springs Elementary	0
2006	09102	Palisades School District	2502	Palisades Elementary School	0
2006	38301	Palouse School District	1961	Palouse at Garfield Middle School	0
2006	38301	Palouse School District	2622	Palouse Elementary	0
2006	38301	Palouse School District	2634	Palouse High School	0
2006	11001	Pasco School District	3425	Edwin Markham Elementary	0
2006	11001	Pasco School District	4564	Ellen Ochoa Middle School	0
2006	11001	Pasco School District	2967	Emerson Elementary	0
2006	11001	Pasco School District	4155	James McGee Elementary	0
2006	11001	Pasco School District	2790	Longfellow Elementary	0
2006	11001	Pasco School District	3085	Mark Twain Elementary	0
2006	11001	Pasco School District	4595	Maya Angelou Elementary	0
2006	11001	Pasco School District	2267	Mcloughlin Middle School	0
2006	11001	Pasco School District	3912	New Horizons High School	0
2006	11001	Pasco School District	1970	Pasco Early Childhood	0
2006	11001	Pasco School District	2917	Pasco Senior High School	0
2006	11001	Pasco School District	3515	Robert Frost Elementary	0
2006	11001	Pasco School District	4555	Rowena Chess Elementary	0
2006	11001	Pasco School District	4041	Ruth Livingston Elementary	0
2006	11001	Pasco School District	3324	Stevens Middle School	0
2006	11001	Pasco School District	4526	Whittier Elementary	0
2006	24122	Pateros School District	2396	Pateros Elementary	0
2006	24122	Pateros School District	2397	Pateros High School	0
2006	03050	Paterson School District	2133	Paterson Elementary School	0
2006	21301	Pe Ell School District	2858	Pe Ell School	0
2006	27401	Peninsula School District	3299	Artondale Elementary School	0
2006	27401	Peninsula School District	4080	Discovery Elementary School	0
2006	27401	Peninsula School District	3055	Evergreen Elementary	0
2006	27401	Peninsula School District	4081	Gig Harbor High	0
2006	27401	Peninsula School District	2294	Goodman Middle School	0
2006	27401	Peninsula School District	2944	Harbor Heights Elementary School	0
