AcademicYear	DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
2015	39003	Naches Valley School District	2897	Naches Valley Primary School	0
2015	21014	Napavine School District	3288	Napavine Elementary	0
2015	21014	Napavine School District	2273	Napavine Jr Sr High School	0
2015	25155	Naselle-Grays River Valley School District	2868	Naselle Elementary	0
2015	25155	Naselle-Grays River Valley School District	5238	Naselle Homelink	0
2015	25155	Naselle-Grays River Valley School District	3295	Naselle Jr Sr High Schools	0
2015	24014	Nespelem School District	2494	Nespelem Elementary	0
2015	26056	Newport School District	2518	Newport High School	0
2015	26056	Newport School District	5118	Newport Parent Partnership	0
2015	26056	Newport School District	3968	Sadie Halstead Middle School	0
2015	26056	Newport School District	4478	Stratton Elementary	0
2015	32325	Nine Mile Falls School District	4036	Lake Spokane Elementary	0
2015	32325	Nine Mile Falls School District	4333	Lakeside High School	0
2015	32325	Nine Mile Falls School District	4521	Lakeside Middle School	0
2015	32325	Nine Mile Falls School District	2341	Nine Mile Falls Elementary	0
2015	37506	Nooksack Valley School District	4428	Everson Elementary	0
2015	37506	Nooksack Valley School District	4525	Nooksack Elementary	0
2015	37506	Nooksack Valley School District	2459	Nooksack Valley High School	0
2015	37506	Nooksack Valley School District	2687	Nooksack Valley Middle School	0
2015	37506	Nooksack Valley School District	1823	Nooksack Valley Special Services	0
2015	37506	Nooksack Valley School District	2489	Sumas Elementary	0
2015	14064	North Beach School District	3788	North Beach Junior High School	0
2015	14064	North Beach School District	2728	North Beach Senior High School	0
2015	14064	North Beach School District	3787	Ocean Shores Elementary	0
2015	14064	North Beach School District	3155	Pacific Beach Elementary School	0
2015	11051	North Franklin School District	3325	Basin City Elem	0
2015	11051	North Franklin School District	2918	Connell Elem	0
2015	11051	North Franklin School District	3272	Connell High School	0
2015	11051	North Franklin School District	1889	Connell Preschool	0
2015	11051	North Franklin School District	3086	Mesa Elem	0
2015	11051	North Franklin School District	5261	North Franklin Virtual Academy	0
2015	11051	North Franklin School District	1754	Palouse Junction High School	0
2015	11051	North Franklin School District	2198	Robert L Olds Junior High School	0
2015	18400	North Kitsap School District	2798	David Wolfle Elementary	0
2015	18400	North Kitsap School District	2854	Hilder Pearson Elementary	0
2015	18400	North Kitsap School District	5085	Kingston High School	0
2015	18400	North Kitsap School District	4359	Kingston Middle School	0
2015	18400	North Kitsap School District	3126	Middle School Options	0
2015	18400	North Kitsap School District	3236	North Kitsap High School	0
2015	18400	North Kitsap School District	1733	Pal Program	0
2015	18400	North Kitsap School District	2026	Poulsbo Elementary School	0
2015	18400	North Kitsap School District	2476	Poulsbo Middle School	0
2015	18400	North Kitsap School District	4467	Richard Gordon Elementary	0
2015	18400	North Kitsap School District	1677	Special Programs	0
2015	18400	North Kitsap School District	3391	Suquamish Elementary School	0
2015	18400	North Kitsap School District	4461	Vinland Elementary	0
2015	23403	North Mason School District	2662	Belfair Elementary	0
2015	23403	North Mason School District	3174	Hawkins Middle School	0
2015	23403	North Mason School District	1861	North Mason Homelink Program	0
2015	23403	North Mason School District	3175	North Mason Senior High School	0
2015	23403	North Mason School District	1680	PACE Academy (OPTIONS)	0
2015	23403	North Mason School District	4320	Sand Hill Elementary	0
2015	25200	North River School District	2292	North River School	0
2015	34003	North Thurston Public Schools	5168	Aspire Middle School	0
2015	34003	North Thurston Public Schools	5167	Chambers Prairie Elementary School	0
2015	34003	North Thurston Public Schools	3361	Chinook Middle School	0
2015	34003	North Thurston Public Schools	4058	Evergreen Forest Elementary	0
2015	34003	North Thurston Public Schools	4408	Horizons Elementary	0
2015	34003	North Thurston Public Schools	4409	Komachin Middle School	0
2015	34003	North Thurston Public Schools	3653	Lacey Elementary	0
2015	34003	North Thurston Public Schools	3539	Lakes Elementary School	0
2015	34003	North Thurston Public Schools	3262	Lydia Hawk Elementary	0
2015	34003	North Thurston Public Schools	4255	Meadows Elementary	0
2015	34003	North Thurston Public Schools	3130	Mountain View Elementary	0
2015	34003	North Thurston Public Schools	3611	Nisqually Middle School	0
2015	34003	North Thurston Public Schools	3010	North Thurston High School	0
2015	34003	North Thurston Public Schools	3709	Olympic View Elementary	0
2015	34003	North Thurston Public Schools	4271	Pleasant Glade Elementary	0
2015	34003	North Thurston Public Schools	4427	River Ridge High School	0
2015	34003	North Thurston Public Schools	4368	Seven Oaks Elementary	0
2015	34003	North Thurston Public Schools	2754	South Bay Elementary	0
2015	34003	North Thurston Public Schools	4314	South Sound High School	0
2015	34003	North Thurston Public Schools	3710	Timberline High School	0
2015	34003	North Thurston Public Schools	4122	Woodland Elementary	0
2015	33211	Northport School District	2062	Northport Elementary School	0
2015	33211	Northport School District	2958	Northport High School	0
2015	33211	Northport School District	5252	Northport Homelink Program	0
2015	17417	Northshore School District	3107	Arrowhead Elementary	0
2015	17417	Northshore School District	4305	Bear Creek Elementary	0
2015	17417	Northshore School District	3106	Bothell High School	0
2015	17417	Northshore School District	2493	C O Sorenson	0
2015	17417	Northshore School District	4017	Canyon Creek Elementary	0
2015	17417	Northshore School District	3493	Canyon Park Jr High	0
2015	17417	Northshore School District	3234	Cottage Lake Elementary	0
2015	17417	Northshore School District	3105	Crystal Springs Elementary	0
2015	17417	Northshore School District	4379	East Ridge Elementary	0
2015	17417	Northshore School District	4306	Fernwood Elementary	0
2015	17417	Northshore School District	4355	Frank Love Elementary	0
2015	17417	Northshore School District	4124	Hollywood Hill Elementary	0
2015	17417	Northshore School District	3492	Inglemoor HS	0
2015	17417	Northshore School District	2993	Kenmore Elementary	0
2015	17417	Northshore School District	3345	Kenmore Junior High	0
2015	17417	Northshore School District	4455	Kokanee Elementary	0
2015	17417	Northshore School District	3790	Leota Jr High	0
2015	17417	Northshore School District	3390	Lockwood Elementary	0
2015	17417	Northshore School District	3344	Maywood Hills Elementary	0
2015	17417	Northshore School District	3442	Moorlands Elementary	0
2015	17417	Northshore School District	4021	Northshore Jr High	0
2015	17417	Northshore School District	1814	Northshore Networks	0
2015	17417	Northshore School District	5331	Northshore Online School	0
2015	17417	Northshore School District	1815	Northshore Special Services	0
2015	17417	Northshore School District	3811	Secondary Academy for Success	0
2015	17417	Northshore School District	3679	Shelton View Elementary	0
2015	17417	Northshore School District	4371	Skyview Jr High	0
2015	17417	Northshore School District	4187	Sunrise Elementary	0
2015	17417	Northshore School District	4516	Timbercrest Junior High	0
2015	17417	Northshore School District	4069	Wellington Elementary	0
2015	17417	Northshore School District	3287	Westhill Elementary	0
2015	17417	Northshore School District	3749	Woodin Elementary	0
2015	17417	Northshore School District	4208	Woodinville HS	0
2015	17417	Northshore School District	4377	Woodmoor Elementary	0
2015	29801	Northwest Educational Service District 189	1811	Pass Program	0
2015	15201	Oak Harbor School District	3477	Broadview Elementary	0
2015	15201	Oak Harbor School District	3377	Crescent Harbor Elem	0
2015	15201	Oak Harbor School District	4328	Hillcrest Elementary	0
2015	15201	Oak Harbor School District	1758	Homeconnection	0
2015	15201	Oak Harbor School District	5343	iGrad Academy	0
2015	15201	Oak Harbor School District	3939	North Whidbey Middle School	0
2015	15201	Oak Harbor School District	2696	Oak Harbor Elementary	0
2015	15201	Oak Harbor School District	2974	Oak Harbor High School	0
2015	15201	Oak Harbor School District	3274	Oak Harbor Middle School	0
2015	15201	Oak Harbor School District	3566	Olympic View Elem	0
2015	15201	Oak Harbor School District	3662	Special Education	0
2015	38324	Oakesdale School District	3205	Oakesdale Elementary School	0
2015	38324	Oakesdale School District	2432	Oakesdale High School	0
2015	14400	Oakville School District	2922	Oakville Elementary	0
2015	14400	Oakville School District	2283	Oakville High School	0
2015	25101	Ocean Beach School District	4220	Ilwaco High School	0
2015	25101	Ocean Beach School District	2517	Ilwaco Middle School	0
2015	25101	Ocean Beach School District	3531	Long Beach Elementary School	0
2015	25101	Ocean Beach School District	5179	Ocean Beach Early Childhood Center	0
2015	25101	Ocean Beach School District	4039	Ocean Park Elementary	0
2015	14172	Ocosta School District	3025	Ocosta Elementary School	0
2015	14172	Ocosta School District	3024	Ocosta Junior - Senior High	0
2015	22105	Odessa School District	2443	Odessa High School	0
2015	22105	Odessa School District	2769	P C Jantz Elementary	0
2015	24105	Okanogan School District	2539	Grainger Elementary	0
2015	24105	Okanogan School District	1980	Okanogan Alternative High School	0
2015	24105	Okanogan School District	2246	Okanogan High School	0
2015	24105	Okanogan School District	2245	Okanogan Middle School	0
2015	24105	Okanogan School District	5151	Okanogan Outreach Alternative School	0
2015	34111	Olympia School District	1768	Avanti High School	0
2015	34111	Olympia School District	2487	Boston Harbor Elementary	0
2015	34111	Olympia School District	3960	Capital High School	0
2015	34111	Olympia School District	4367	Centennial Elementary Olympia	0
2015	34111	Olympia School District	2448	Garfield Elementary School	0
2015	34111	Olympia School District	3133	Jefferson Middle School	0
2015	34111	Olympia School District	4472	Julia Butler Hansen Elementary	0
2015	34111	Olympia School District	3540	Leland P Brown Elementary	0
2015	34111	Olympia School District	2342	Lincoln Elementary School	0
2015	34111	Olympia School District	3066	Madison Elementary School	0
2015	34111	Olympia School District	4458	McKenny Elementary	0
2015	34111	Olympia School District	2621	McLane Elementary School	0
2015	34111	Olympia School District	3132	Olympia High School	0
2015	34111	Olympia School District	5078	Olympia Regional Learning Academy	0
2015	34111	Olympia School District	5248	Olympia Regional Learning Academy B	0
2015	34111	Olympia School District	3697	Pioneer Elementary School	0
2015	34111	Olympia School District	3696	Reeves Middle School	0
2015	34111	Olympia School District	2778	Roosevelt Elementary School	0
2015	34111	Olympia School District	4473	Thurgood Marshall Middle School	0
2015	34111	Olympia School District	3711	Washington Middle School	0
2015	24019	Omak School District	3051	E Omak Elementary	0
2015	24019	Omak School District	4279	Highlands High School	0
2015	24019	Omak School District	2999	N Omak Elementary	0
2015	24019	Omak School District	2031	Omak High School	0
2015	24019	Omak School District	4237	Omak Middle School	0
2015	24019	Omak School District	5195	Washington Virtual Academy Omak Elementary	0
2015	24019	Omak School District	5197	Washington Virtual Academy Omak High School	0
2015	24019	Omak School District	5196	Washington Virtual Academy Omak Middle School	0
2015	21300	Onalaska School District	5146	CVA - Onalaska	0
2015	21300	Onalaska School District	3239	Onalaska Elementary School	0
2015	21300	Onalaska School District	2331	Onalaska High School	0
2015	21300	Onalaska School District	4335	Onalaska Middle School 	0
2015	33030	Onion Creek School District	2049	Onion Creek Elementary	0
2015	28137	Orcas Island School District	1892	OASIS K-12	0
2015	28137	Orcas Island School District	2749	Orcas Island Elementary School	0
2015	28137	Orcas Island School District	2750	Orcas Island High School	0
2015	28137	Orcas Island School District	4558	Orcas Island Middle School	0
2015	28137	Orcas Island School District	3808	Waldron Island School	0
2015	32123	Orchard Prairie School District	3723	Orchard Prairie Elementary	0
2015	10065	Orient School District	5155	Columbia Virtual Academy-Orient	0
2015	10065	Orient School District	2136	Orient Elem	0
2015	09013	Orondo School District	2666	Orondo Elementary and Middle School	0
