DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
32356	Central Valley School District	5003	School to Life	0
32356	Central Valley School District	4160	Sunrise Elementary	0
34033	Tumwater School District	3612	Tumwater Middle School	0
17415	Kent School District	2797	Kent-Meridian High School	1
39201	Sunnyside School District	5137	Sun Valley Elementary	0
17401	Highline Public Schools	3483	Tyee High School	1
31002	Everett School District	3686	Monroe Elementary	0
17401	Highline Public Schools	5102	Arts & Academics Academy	1
17412	Shoreline School District	3231	Highland Terrace Elementary	0
17001	Seattle Public Schools	1633	Interagency Ryther Center	0
27010	Tacoma School District	5044	Transition High School	0
37501	Bellingham School District	2075	Whatcom Middle School	0
13151	Coulee-Hartline School District	2693	Coulee City Elementary	0
27404	Eatonville School District	5332	New Beginnings	0
13161	Moses Lake School District	3091	Garden Heights Elementary	0
03116	Prosser School District	2508	Prosser High School	0
05402	Quillayute Valley School District	1500	Forks Alternative School	0
32081	Spokane School District	3412	Ferris High School	0
32081	Spokane School District	5113	Spokane Regional Health District	0
27083	University Place School District	1705	Curtis Bridge Program	0
29100	Burlington-Edison School District	2946	West View Elementary	0
39119	Selah School District	5383	John Campbell Primary School	0
13146	Warden School District	3909	Warden Middle School	0
32325	Nine Mile Falls School District	4333	Lakeside High School	0
17402	Vashon Island School District	1822	Family Link	0
32801	Educational Service District 101	5434	NEWESD 101 Open Doors	0
29311	LaConner School District	3900	La Conner Middle	0
17417	Northshore School District	3390	Lockwood Elementary	0
50004	Unaffiliated Colleges/Universities	5954	UW Early Entrance Program	0
26056	Newport School District	4478	Stratton Elementary	0
17001	Seattle Public Schools	5405	Interagency Open Doors	1
17001	Seattle Public Schools	2143	John Muir Elementary School	1
32081	Spokane School District	3007	Hamblen Elementary	0
34033	Tumwater School District	1713	Secondary Options	0
14064	North Beach School District	3427	Ocean City School	0
17408	Auburn School District	3439	Chinook Elementary School	1
06119	Battle Ground School District	5090	Daybreak Primary	0
32356	Central Valley School District	3065	Central Valley High School	0
13146	Warden School District	2792	Warden Elementary	0
29320	Mount Vernon School District	2579	Lincoln Elementary School	0
24019	Omak School District	4237	Omak Middle School	0
16050	Port Townsend School District	4475	Blue Heron Middle School	0
27003	Puyallup School District	3114	Riverside Elementary	0
34003	North Thurston Public Schools	8407	Wa He Lut Indian School	0
39007	Yakima School District	2899	Mcclure Elementary School Yakima	0
06098	Hockinson School District	4310	Hockinson Heights Primary	0
27010	Tacoma School District	1515	Tree Farm	0
38267	Pullman School District	2499	Pullman High School	0
27003	Puyallup School District	2496	Firgrove Elementary	0
50004	Unaffiliated Colleges/Universities	5956	Everett CC High School Completion	0
27010	Tacoma School District	3451	Seward	0
37501	Bellingham School District	2066	Fairhaven Middle School	0
27403	Bethel School District	4186	Cedarcrest Middle School	0
27404	Eatonville School District	5079	Eatonville Developmental Pre-School	0
17216	Enumclaw School District	3430	Black Diamond Elementary	0
31002	Everett School District	4125	Woodside Elementary	0
18801	Olympic Educational Service District 114	3481	Kitsap Co Detention Ctr	0
27001	Steilacoom Hist. School District	5013	PreSchool and ECEAP	0
31015	Edmonds School District	3535	Alderwood Elementary Building	0
17001	Seattle Public Schools	3496	Interagency Detention School	1
11056	Kahlotus School District	3214	Kahlotus Elem & High	0
29311	LaConner School District	2522	La Conner Elementary	0
13156	Soap Lake School District	2694	Soap Lake Elementary	0
17210	Federal Way Public Schools	3701	Kilo Middle School	1
37504	Lynden School District	4324	Isom Intermediate School	0
31025	Marysville School District	5123	Grove Elementary	0
34307	Rainier School District	4486	Rainier Primary School	0
31201	Snohomish School District	2073	Machias Elementary	0
27010	Tacoma School District	2871	Edison	0
37506	Nooksack Valley School District	1783	Timber Ridge	0
18401	Central Kitsap School District	4016	Clear Creek Elementary School	0
11001	Pasco School District	3515	Robert Frost Elementary	0
17001	Seattle Public Schools	1748	Seahawks Academy	0
27403	Bethel School District	4102	Naches Trail Elementary	0
19028	Easton School District	3554	Easton School	0
19401	Ellensburg School District	5097	K-12 Ellensburg Learning Center	0
32354	Mead School District	5094	Prairie View Elementary	0
27083	University Place School District	1790	University Place Special Educ	0
33070	Valley School District	5223	Paideia High School	0
01122	Benge School District	3142	Benge Elementary	0
31015	Edmonds School District	2887	Martha Lake Elementary	0
17408	Auburn School District	2326	Washington Elementary School	1
31004	Lake Stevens School District	2884	Mt. Pilchuck Elementary School	0
18402	South Kitsap School District	3046	Marcus Whitman Middle School	0
17210	Federal Way Public Schools	4390	H. S. Truman High School	1
37501	Bellingham School District	2387	Sunnyland Elementary School	0
27403	Bethel School District	5372	Acceleration Academy	0
39200	Grandview School District	2555	Grandview High School	0
31332	Granite Falls School District	4330	Mountain Way Elementary	0
33207	Mary Walker School District	1820	Mary Walker Alternative High Schl	0
25101	Ocean Beach School District	5179	Ocean Beach Early Childhood Center	0
17403	Renton School District	5282	Talley High School	1
08130	Toutle Lake School District	4264	Toutle Lake Elementary	0
17001	Seattle Public Schools	1782	Childhaven	1
18303	Bainbridge Island School District	4505	Woodward Middle School	0
06119	Battle Ground School District	4108	Preschool Infant Other	0
27402	Franklin Pierce School District	2945	James Sales Elementary	0
16050	Port Townsend School District	2503	Port Townsend High School	0
17403	Renton School District	1784	Home Program @ Honeydew	1
27010	Tacoma School District	2215	Lincoln	0
31002	Everett School District	3002	View Ridge Elementary	0
17411	Issaquah School District	4592	Newcastle Elementary School	0
17403	Renton School District	3434	Nelsen Middle School	1
27010	Tacoma School District	2094	Blix Elementary	0
06114	Evergreen School District (Clark)	3736	Burton Elementary School	0
33207	Mary Walker School District	5446	Mary Walker Promise	0
27003	Puyallup School District	3645	Rogers High School	0
06037	Vancouver School District	3424	George C Marshall Elementary	0
17405	Bellevue School District	5325	Grad Alliance Program	0
17405	Bellevue School District	3486	Newport Senior High School	0
14068	Elma School District	4245	Elma Middle School	0
01147	Othello School District	3471	McFarland Middle School	0
17001	Seattle Public Schools	3665	Sanislo Elementary School	1
36140	Walla Walla School District	2074	Berney Elementary School	0
06119	Battle Ground School District	3881	Chief Umtuch Primary	0
17210	Federal Way Public Schools	4343	Silver Lake Elementary School - Federal Way	1
17414	Lake Washington School District	3856	Community School	0
17417	Northshore School District	4208	Woodinville HS	0
31201	Snohomish School District	4241	Dutch Hill Elementary	0
27320	Sumner School District	4502	Mountain View Middle School	0
39208	West Valley School District (Yakima)	2758	Mountainview Elementary	0
33115	Colville School District	4180	Fort Colville Elementary	0
17210	Federal Way Public Schools	3583	Wildwood Elementary School	1
21237	Toledo School District	2998	Toledo Elementary School	0
37501	Bellingham School District	5125	Wade King Elementary School	0
17210	Federal Way Public Schools	3627	Mark Twain Elementary School	1
08122	Longview School District	2831	Monticello Middle School	0
17417	Northshore School District	4379	East Ridge Elementary	0
32081	Spokane School District	2296	Wilson Elementary	0
32325	Nine Mile Falls School District	1722	Phoenix Alternative School	0
29101	Sedro-Woolley School District	3942	Evergreen Elementary School	0
21232	Winlock School District	2290	Winlock Miller Elementary	0
27010	Tacoma School District	1512	Tone School Project	0
24404	Tonasket School District	1725	Tonasket Alternative High School	0
18401	Central Kitsap School District	3594	John D. Bud Hawk Elementary at Jackson Park	0
37502	Ferndale School District	4130	Skyline Elementary School	0
03017	Kennewick School District	4028	Desert Hills Middle School	0
19403	Kittitas School District	5086	Kittitas B-5 Special Ed Program	0
18400	North Kitsap School District	2026	Poulsbo Elementary School	0
01147	Othello School District	2902	Lutacaga Elementary	0
11001	Pasco School District	4564	Ellen Ochoa Middle School	0
37501	Bellingham School District	2225	Lowell Elementary School - Bellingham	0
34801	Educational Service District 113	5305	GRAVITY High School	0
17414	Lake Washington School District	3041	Lakeview Elementary	0
17403	Renton School District	3630	Hazen Senior High School	1
32081	Spokane School District	2156	Adams Elementary	0
39007	Yakima School District	2314	Washington Middle School	0
17401	Highline Public Schools	2072	Sunnydale Elementary	1
39201	Sunnyside School District	1618	Pride High School	0
17408	Auburn School District	5082	Arthur Jacobsen Elementary	1
27403	Bethel School District	4381	Pioneer Valley Elementary	0
31006	Mukilteo School District	5450	Lake Stickney Elementary School	0
36140	Walla Walla School District	1772	Paine Campus Homelink	0
27402	Franklin Pierce School District	3648	Washington High School	0
24105	Okanogan School District	2246	Okanogan High School	0
17407	Riverview School District	1756	CLIP	0
17407	Riverview School District	4318	Tolt Middle School	0
17001	Seattle Public Schools	2307	Gatzert Elementary School	1
13073	Wahluke School District	5144	Wahluke Junior High	0
13151	Coulee-Hartline School District	2968	Almira Coulee Hartline High School	0
03017	Kennewick School District	4446	Ridge View Elementary School	0
21303	White Pass School District	3555	White Pass Elementary School	0
37502	Ferndale School District	4554	Horizon Middle School	0
33212	Kettle Falls School District	5180	Columbia Virtual Academy - Kettle Falls	0
26056	Newport School District	5118	Pend Oreille River School	0
05121	Port Angeles School District	4003	Lincoln High School	0
29101	Sedro-Woolley School District	5058	Good Beginnings Center	0
27416	White River School District	4309	Foothills Elementary	0
17210	Federal Way Public Schools	1951	Support School	1
29320	Mount Vernon School District	5449	Mount Vernon Open Doors	0
06037	Vancouver School District	4034	Sacajawea Elementary School	0
06037	Vancouver School District	4524	Vancouver Alternative Programs	0
08404	Woodland School District	3513	Yale Elementary	0
39007	Yakima School District	2592	Adams Elementary School	0
06119	Battle Ground School District	5382	Summit View Middle School	0
38264	Lamont School District	3137	Lamont Middle School	0
32081	Spokane School District	5344	Open Doors Youth Re-Engagement Spokane	0
13146	Warden School District	3273	Warden High School	0
08404	Woodland School District	5246	Lewis River Academy	0
39205	Zillah School District	4221	Zillah Intermediate School	0
17001	Seattle Public Schools	5487	Cedar Park Elementary School	0
17410	Snoqualmie Valley School District	2124	Snoqualmie Middle School	0
27010	Tacoma School District	3243	Hunt	0
17001	Seattle Public Schools	1589	Coho - Ae5	0
17401	Highline Public Schools	4068	Boyer Clinic	1
50003	Institutions	3213	Parke Creek Treatment Ctr	0
17415	Kent School District	3550	Lake Youngs Elementary School	1
17001	Seattle Public Schools	3095	Mercer Middle School	1
18902	Suquamish Tribal Education Department	5319	Chief Kitsap Academy	0
34033	Tumwater School District	5014	New Market High School	0
34002	Yelm School District	2260	McKenna Elementary	0
14005	Aberdeen School District	2305	Miller Junior High	0
27417	Fife School District	2809	Endeavour Intermediate	0
29103	Anacortes School District	3182	Fidalgo Elementary	0
36140	Walla Walla School District	4193	Blue Ridge Elementary	0
04246	Wenatchee School District	1612	Skill Source	0
04246	Wenatchee School District	2907	Washington Elementary School	0
29103	Anacortes School District	1525	Learning Opportunity Center	0
33036	Chewelah School District	3009	Jenkins Middle School	0
29011	Concrete School District	1762	Skagit River School House	0
31015	Edmonds School District	3254	Mountlake Terrace Elementary	0
17216	Enumclaw School District	4550	Thunder Mountain Middle School	0
17001	Seattle Public Schools	2437	Laurelhurst Elementary School	0
13073	Wahluke School District	3152	Mattawa Elementary	0
17210	Federal Way Public Schools	4006	Home Hospital	1
17210	Federal Way Public Schools	1789	Federal Way Public Academy	1
25101	Ocean Beach School District	4220	Ilwaco Sr High	0
27402	Franklin Pierce School District	1727	New Pathways Storefront School	0
18100	Bremerton School District	5134	Washington Youth Academy	0
31015	Edmonds School District	1685	Maplewood Parent Coop	0
32325	Nine Mile Falls School District	2341	Nine Mile Falls Elementary	0
24122	Pateros School District	2396	Pateros Elementary	0
03017	Kennewick School District	4418	Amistad Elementary School	0
32081	Spokane School District	1767	The Healing Lodge	0
50002	Juvenile Detention Centers	3363	Skagit County Detention Center	0
31201	Snohomish School District	4265	AIM High School	0
27010	Tacoma School District	5170	First Creek Middle School	0
27010	Tacoma School District	2036	Larchmont	0
39208	West Valley School District (Yakima)	4506	West Valley Middle School	0
17408	Auburn School District	4462	Mt Baker Middle School	1
18401	Central Kitsap School District	2615	Central Kitsap High School	0
05121	Port Angeles School District	2908	Port Angeles High School	0
34402	Tenino School District	3509	Tenino High School	0
24404	Tonasket School District	4196	Tonasket Middle School	0
31002	Everett School District	3407	Cascade High School	0
32326	Medical Lake School District	5042	Medical Lake Endeavors	0
34033	Tumwater School District	4225	New Market Vocational Skills Center	0
32356	Central Valley School District	3307	South Pines Elementary	0
32361	East Valley School District (Spokane)	4097	East Farms School	0
17210	Federal Way Public Schools	3328	Woodmont K-8 School	1
17414	Lake Washington School District	1688	Family Learning Center	0
11001	Pasco School District	5393	Internet Pasco Academy of Learning	0
27001	Steilacoom Hist. School District	4131	Steilacoom High	0
17001	Seattle Public Schools	1827	Interagency King County Jail	0
17410	Snoqualmie Valley School District	5222	Snoqualmie Valley Virtual Academy	0
34003	North Thurston Public Schools	4058	Evergreen Forest Elementary	0
39119	Selah School District	5231	Selah HomeLink	0
27083	University Place School District	2223	University Place Primary	0
39003	Naches Valley School District	2897	Naches Valley Primary School	0
27416	White River School District	1544	Collins Alternative Programs	0
06119	Battle Ground School District	5089	Daybreak Middle	0
17415	Kent School District	4127	Mattson Middle School	1
29320	Mount Vernon School District	4329	Centennial Elementary School Mt Vernon	0
17417	Northshore School District	4305	Bear Creek Elementary	0
27344	Orting School District	2360	Orting Primary School	0
27401	Peninsula School District	4307	Voyager Elementary	0
29011	Concrete School District	1605	Twin Cedars High School	0
04129	Lake Chelan School District	1940	Glacier Valley/Chelan Prep High School	0
29320	Mount Vernon School District	3183	Jefferson Elementary	0
01147	Othello School District	2961	Hiawatha Elementary School	0
38320	Rosalia School District	3204	Rosalia Elementary & Secondary School	0
17001	Seattle Public Schools	3870	Seattle Evening School 	0
17415	Kent School District	2420	Kent Junior High School	1
17216	Enumclaw School District	3739	Southwood Elementary School	0
17210	Federal Way Public Schools	3700	Brigadoon Elementary School	1
17417	Northshore School District	4371	Skyview Middle School	0
17001	Seattle Public Schools	5204	Queen Anne Elementary	0
27010	Tacoma School District	5066	Helen B. Stafford Elementary	0
27010	Tacoma School District	5459	Hoyt Early Learning Center	0
27010	Tacoma School District	2874	Whitman	0
17001	Seattle Public Schools	2100	Whitworth Elementary School	0
28144	Lopez School District	5299	CVA-Lopez Island	0
17409	Tahoma School District	5490	Tahoma Elementary	0
11801	Educational Service District 123	1991	Pathways Back	0
17401	Highline Public Schools	3098	Chinook Middle School	1
27401	Peninsula School District	4387	Harbor Ridge Middle School	0
27010	Tacoma School District	4575	Angelo Giaudrone Middle School	0
24019	Omak School District	3051	E Omak Elementary	0
18402	South Kitsap School District	4348	Hidden Creek Elementary School	0
33049	Wellpinit School District	1851	Wellpinit Alliance High School	0
37501	Bellingham School District	1752	Community Transitions 18-21	0
32360	Cheney School District	3761	Salnave Elementary	0
27402	Franklin Pierce School District	2257	Collins Elementary	0
06037	Vancouver School District	3423	Columbia River High	0
36400	Columbia (Walla Walla) School District	3613	Columbia Elementary	0
36400	Columbia (Walla Walla) School District	4049	Columbia High School	0
06114	Evergreen School District (Clark)	3149	Sifton Elementary School	0
17410	Snoqualmie Valley School District	2850	Mount Si High School	0
39202	Toppenish School District	2264	Toppenish Middle School	0
29103	Anacortes School District	3404	Whitney Elementary Anacortes	0
06117	Camas School District	4182	Dorothy Fox	0
31002	Everett School District	4298	Silver Firs Elementary	0
36402	Prescott School District	5157	Prescott Special Ed Pre-school	0
17407	Riverview School District	2485	Carnation Elementary School	0
15204	Coupeville School District	2625	Coupeville High School	0
31002	Everett School District	3253	Evergreen Middle School	0
08122	Longview School District	5312	On Track Academy	0
08458	Kelso School District	3991	Special Education Home & Hospital	0
15206	South Whidbey School District	1770	Whidbey Island Academy Shared Sch	0
18100	Bremerton School District	5161	Special Services	0
32356	Central Valley School District	3918	Mica Peak High School	0
31006	Mukilteo School District	4430	Harbour Pointe Middle School	0
32081	Spokane School District	2128	Audubon Elementary	0
30031	Mill A School District	5480	Pacific Crest Innovation Academy	0
24350	Methow Valley School District	2146	Liberty Bell Jr Sr High	0
27320	Sumner School District	4132	Lakeridge Middle School	0
17415	Kent School District	5440	The Outreach Program	1
31006	Mukilteo School District	2886	Fairmount Elementary	0
15201	Oak Harbor School District	3566	Olympic View Elem	0
34901	WA HE LUT Indian School Agency	5496	Wa He Lut Indian School	0
20405	White Salmon Valley School District	5198	COLUMBIA TECH HIGH	0
31015	Edmonds School District	3353	Meadowdale Middle School	0
13165	Ephrata School District	1971	Sage Hills High School	0
06114	Evergreen School District (Clark)	3971	Fircrest Elementary School	0
15201	Oak Harbor School District	5343	iGrad Academy	0
32081	Spokane School District	4035	Mullan Road Elementary	0
27083	University Place School District	3296	Narrows View Intermediate	0
17405	Bellevue School District	3789	Somerset Elementary School	0
06114	Evergreen School District (Clark)	4445	Pioneer Elementary School	0
17210	Federal Way Public Schools	2417	Federal Way Senior High School	1
27402	Franklin Pierce School District	3532	Elmhurst Elementary School	0
17001	Seattle Public Schools	3327	Rainier Beach High School	1
04246	Wenatchee School District	3269	Special Education School	0
37502	Ferndale School District	2583	North Bellingham Elem	0
32361	East Valley School District (Spokane)	5156	Washington Academy of Arts and Technology	0
06119	Battle Ground School District	1836	Cam Jr Sr High School	0
32356	Central Valley School District	4098	Ponderosa Elementary	0
03017	Kennewick School District	2824	Eastgate Elementary School	0
03017	Kennewick School District	4073	Southgate Elementary School	0
32081	Spokane School District	4191	Voc Skills Center Spokane	0
32081	Spokane School District	3356	Sacajawea Middle School	0
27403	Bethel School District	5288	Birth to Three	0
17001	Seattle Public Schools	1751	Home School Resource Center	0
36300	Touchet School District	2160	Touchet Elem & High School	0
09206	Eastmont School District	3659	Cascade Elementary	0
20404	Goldendale School District	5012	Goldendale Support Service Center	0
17417	Northshore School District	3396	Woodinville Treatment Center	0
28144	Lopez School District	4107	Lopez Elementary School	0
27343	Dieringer School District	3683	Lake Tapps Elementary	0
20404	Goldendale School District	2856	Goldendale High School	0
17414	Lake Washington School District	4302	Smith Elementary	0
27400	Clover Park School District	3400	Parkway Elementary	0
13161	Moses Lake School District	5354	Endeavor Middle School 	0
17001	Seattle Public Schools	2012	Head Start	0
14005	Aberdeen School District	2971	Stevens Elementary School	0
27403	Bethel School District	5033	Graham Kapowsin High School	0
27402	Franklin Pierce School District	5436	Early Learning Center	0
03017	Kennewick School District	5438	Sage Crest Elementary	0
31025	Marysville School District	5402	Marysville NWESD 189 Youth Engagement	0
11001	Pasco School District	5164	Chiawana High School	0
17403	Renton School District	1534	Griffin Home	1
14005	Aberdeen School District	2763	Robert Gray Elementary	0
17405	Bellevue School District	3167	Woodridge Elementary	0
31015	Edmonds School District	3123	Edmonds Woodway High School	0
08122	Longview School District	3211	Columbia Heights Elementary	0
03400	Richland School District	5419	Orchard Elementary	0
13161	Moses Lake School District	5273	Wenatchee Valley Technical Skill Center Branch Campus at Moses Lake	0
39007	Yakima School District	3264	Robertson Elementary	0
06119	Battle Ground School District	3997	Pleasant Valley Middle	0
31015	Edmonds School District	3410	Spruce Primary	0
21014	Napavine School District	2273	Napavine Jr Sr High School	0
17210	Federal Way Public Schools	3329	Panther Lake Elementary School	1
24105	Okanogan School District	1980	Okanogan Alternative School	0
17409	Tahoma School District	4415	Rock Creek Elementary	0
21237	Toledo School District	5190	Toledo Alternative Options	0
20405	White Salmon Valley School District	5368	White Salmon Valley Intermediate School	0
32356	Central Valley School District	3415	University High School	0
20402	Klickitat School District	3494	Klickitat Elem & High	0
31006	Mukilteo School District	3121	Olivia Park Elementary	0
37506	Nooksack Valley School District	1823	Nooksack Valley Special Services	0
39207	Wapato School District	2131	Wapato Middle School	0
06117	Camas School District	5055	Papermaker Preschool	0
27400	Clover Park School District	3910	Oak Grove	0
31006	Mukilteo School District	1848	Special Services	0
17001	Seattle Public Schools	2234	West Seattle High School	0
34033	Tumwater School District	2816	Littlerock Elementary School	0
17210	Federal Way Public Schools	1956	Northwest School for the Hearing Impaired Children	1
20406	Lyle School District	5274	Envista Academy of Washington	0
31015	Edmonds School District	3461	Seaview Elementary	0
17415	Kent School District	3014	Kent Mountain View Academy	1
14005	Aberdeen School District	1775	Homelink	0
09206	Eastmont School District	2563	Rock Island Elementary	0
23309	Shelton School District	4363	Oakland Bay Junior High School	0
31311	Sultan School District	1670	Student Services School	0
17216	Enumclaw School District	4210	Enumclaw Middle School	0
50003	Institutions	3883	Morgan Center School	0
27010	Tacoma School District	2039	Remann Hall Juvenile Detention Center	0
11001	Pasco School District	5394	Marie Curie STEM Elementary	0
19401	Ellensburg School District	2568	Wa Center For Early Childhood Ed	0
17408	Auburn School District	2795	Auburn Senior High School	1
04222	CASHMERE SCHOOL DISTRICT	2787	VALE ELEMENTARY SCHOOL	0
06114	Evergreen School District (Clark)	4579	York Elementary School	0
17414	Lake Washington School District	3704	Keller Elementary	0
17403	Renton School District	5229	Honey Dew Elementary	1
05313	Crescent School District	5030	HomeConnection	0
31015	Edmonds School District	3650	Brier Terrace Middle School	0
32416	Riverside School District	4228	Riverside High School	0
17001	Seattle Public Schools	3518	Fairmount Park Elementary School	0
27010	Tacoma School District	2806	Reed	0
34033	Tumwater School District	4205	Black Lake Elementary	0
32416	Riverside School District	5005	Riverside Opportunity Center	0
37503	Blaine School District	2713	Blaine Elementary School	0
05313	Crescent School District	3473	Crescent School	0
01158	Lind School District	3421	Lind Elementary School	0
34003	North Thurston Public Schools	2754	South Bay Elementary	0
17417	Northshore School District	4306	Fernwood Elementary	0
27010	Tacoma School District	3398	Mt Tahoma	0
06037	Vancouver School District	4504	Skyview High School	0
32356	Central Valley School District	5328	Graduation Alliance Central Valley	0
27400	Clover Park School District	3249	Tyee Park Elementary School	0
14099	Cosmopolis School District	3326	Cosmopolis Elementary School	0
08402	Kalama School District	2561	Kalama Jr Sr High	0
31103	Monroe School District	1883	Youth Re-Engagement	0
17001	Seattle Public Schools	5292	Cascadia Elementary	0
27320	Sumner School District	4585	Bonney Lake High School	0
03017	Kennewick School District	4061	Plymouth Elementary School	0
29103	Anacortes School District	3252	Island View Elementary	0
06119	Battle Ground School District	5291	Maple Grove K-8	0
06114	Evergreen School District (Clark)	3618	Marrion Elementary School	0
17403	Renton School District	1527	Sartori Education Center	1
17412	Shoreline School District	3921	Shorewood High School	0
39120	Mabton School District	5143	Mabton Middle School	0
23404	Hood Canal School District	2310	Hood Canal Elem & Junior High	0
39003	Naches Valley School District	2898	Naches Valley Middle School	0
17001	Seattle Public Schools	5175	Jane Addams K-8	0
30303	Stevenson-Carson School District	3800	Wind River Middle School	0
33202	Summit Valley School District	4394	Summit Valley School	0
15206	South Whidbey School District	2626	South Whidbey Primary School	0
32361	East Valley School District (Spokane)	5432	EV Online	0
37505	Meridian School District	5047	Meridian Parent Partnership Program	0
01147	Othello School District	5285	Wahitis Elementary School	0
34307	Rainier School District	2158	Rainier Middle School	0
25118	South Bend School District	5247	Pacific County Jail	0
32081	Spokane School District	3413	Salk Middle School	0
19400	Thorp School District	2514	Thorp Elem & Jr Sr High	0
13073	Wahluke School District	1981	Developmental Pre-School	0
17401	Highline Public Schools	3666	Valley View Elementary	1
27010	Tacoma School District	1817	Home Based	0
13165	Ephrata School District	2695	Parkway School	0
06114	Evergreen School District (Clark)	2829	Mill Plain Elementary School	0
19403	Kittitas School District	2766	Kittitas High School	0
31306	Lakewood School District	4477	English Crossing Elementary	0
17417	Northshore School District	3234	Cottage Lake Elementary	0
04246	Wenatchee School District	1779	Solutions Program	0
31016	Arlington School District	4154	Presidents Elementary	0
37502	Ferndale School District	2488	Ferndale High School	0
14077	Taholah School District	5032	Taholah Elementary & Middle School	0
17210	Federal Way Public Schools	5279	Birth to Three Development Center	1
04129	Lake Chelan School District	2317	Chelan Middle School	0
32081	Spokane School District	4192	Woodridge Elementary	0
17401	Highline Public Schools	3222	Maywood Center	1
17417	Northshore School District	4017	Canyon Creek Elementary	0
17404	Skykomish School District	2512	Skykomish Elementary School	0
31201	Snohomish School District	1730	Snohomish Center	0
29103	Anacortes School District	2467	Anacortes High School	0
31002	Everett School District	2811	Lowell Elementary - Everett	0
27344	Orting School District	4262	Orting Middle School	0
17001	Seattle Public Schools	2138	Adams Elementary School	0
27010	Tacoma School District	5320	Re-engagement Center	0
17937	Lake Washington Institute of Technology	5306	Open Doors at LWIT	0
17417	Northshore School District	1815	Northshore Special Services	0
03400	Richland School District	4059	Tapteal Elementary School	0
27320	Sumner School District	3247	Sumner Senior High	0
34002	Yelm School District	4451	Mill Pond Intermediate School	0
31004	Lake Stevens School District	4392	Skyline Elementary	0
32081	Spokane School District	2951	Lincoln Heights Elementary	0
27083	University Place School District	3600	Curtis Senior High	0
33070	Valley School District	1932	Valley Home Program	0
21401	Centralia School District	2244	Edison Elementary	0
11801	Educational Service District 123	5403	Ugrad - ESD123 Re-Engagement Program	0
06701	ESA 112	5467	ESA 112 Special Ed Co-Op	0
31002	Everett School District	4316	Mill Creek Elementary	0
17415	Kent School District	5178	Panther Lake Elementary School	1
32081	Spokane School District	2127	Franklin Elementary	0
36140	Walla Walla School District	5074	Creekside Alternative Middle School	0
37501	Bellingham School District	2365	Columbia Elementary School	0
31015	Edmonds School District	3689	Hilltop Elementary	0
17401	Highline Public Schools	5103	Technology, Engineering & Communications	1
31103	Monroe School District	2546	Maltby Elementary	0
05402	Quillayute Valley School District	3737	Forks Elementary School	0
25116	Raymond School District	1902	Raymond Home Link School	0
17001	Seattle Public Schools	2322	Montlake Elementary School	0
27010	Tacoma School District	3448	Truman	0
17401	Highline Public Schools	5065	Odyssey - The Essential School	1
17001	Seattle Public Schools	1805	Interagency Camp	0
31401	Stanwood-Camano School District	3256	Church Creek Elementary	0
02250	Clarkston School District	2501	Lincoln Middle School	0
31004	Lake Stevens School District	3753	Sunnycrest Elementary School	0
17414	Lake Washington School District	4256	Alcott Elementary	0
17414	Lake Washington School District	3590	Finn Hill Middle School	0
24122	Pateros School District	2397	Pateros High School	0
17001	Seattle Public Schools	2435	Madison Middle School	0
32081	Spokane School District	3967	The Bridge Spec School	0
18401	Central Kitsap School District	4100	Olympic High School	0
32356	Central Valley School District	1964	Spokane Valley Learning Academy	0
16050	Port Townsend School District	1641	Marvista	0
31025	Marysville School District	1656	10th Street School	0
30031	Mill A School District	3406	Mill A Elementary School	0
21300	Onalaska School District	3239	Onalaska Elementary/middle School	0
29101	Sedro-Woolley School District	5456	Connections Academy	0
32081	Spokane School District	4286	Sacred Heart Hospital	0
30303	Stevenson-Carson School District	1765	Preschool	0
31016	Arlington School District	3124	Post Middle School	0
18401	Central Kitsap School District	3791	Fairview Middle School	0
17401	Highline Public Schools	2144	Mount View Elementary	1
03017	Kennewick School District	3267	Highlands Middle School	0
27003	Puyallup School District	3951	PSD Special Services	0
06037	Vancouver School District	4406	Alki Middle School	0
25101	Ocean Beach School District	3850	Hilltop Elementary	0
27001	Steilacoom Hist. School District	1988	Washington Virtual Academy	0
17001	Seattle Public Schools	1844	Interagency Alder Academy (BOT)	0
32361	East Valley School District (Spokane)	1937	Children First	0
24350	Methow Valley School District	1621	Alternative School	0
14066	Montesano School District	3374	Simpson Avenue Elementary	0
34401	Rochester School District	4326	Rochester High School	0
18303	Bainbridge Island School District	1841	Mosaic Home Education Partnership	0
31015	Edmonds School District	1520	Challenge Elementary	0
17401	Highline Public Schools	3032	Southern Heights Elementary	1
17415	Kent School District	4126	Crestwood Elementary School	1
27010	Tacoma School District	3116	Wainwright	0
06037	Vancouver School District	2828	Walnut Grove Elementary	0
17210	Federal Way Public Schools	4470	Enterprise Elementary School	1
18400	North Kitsap School District	1733	Pal Program	0
14005	Aberdeen School District	5208	Twin Harbors, A Branch of New Market Skills Center	0
06114	Evergreen School District (Clark)	1739	Legacy Home School	0
17408	Auburn School District	2394	Cascade Middle School	1
39203	Highland School District	3073	Tieton Intermediate School	0
06900	Office of the Governor	3799	Washington State School for the Blind	0
23403	North Mason School District	3175	North Mason Senior High School	0
20400	Trout Lake School District	2676	Trout Lake School	0
17414	Lake Washington School District	4147	Rockwell Elementary	0
27401	Peninsula School District	2294	Goodman Middle School	0
34002	Yelm School District	4346	Fort Stevens Elementary	0
