DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
32361	East Valley School District (Spokane)	2653	Trent School	0
08458	Kelso School District	2916	Huntington Middle School	0
03017	Kennewick School District	1884	Legacy High School	0
27010	Tacoma School District	2358	Stanley	0
17406	Tukwila School District	2564	Showalter Middle School	1
31015	Edmonds School District	3303	Mountlake Terrace High School	0
06114	Evergreen School District (Clark)	4498	Frontier Middle School	0
17417	Northshore School District	4124	Hollywood Hill Elementary	0
27403	Bethel School District	2877	Elk Plain School of Choice	0
29311	LaConner School District	2276	La Conner High School	0
08122	Longview School District	3475	Cascade Middle School	0
17407	Riverview School District	3101	Cherry Valley Elementary School	0
06119	Battle Ground School District	4104	Prairie High School	0
32360	Cheney School District	5396	Cheney Open Doors	0
17001	Seattle Public Schools	3026	Wedgwood Elementary School	0
27320	Sumner School District	4166	Victor Falls Elementary	0
27083	University Place School District	5353	CHS Drop-Out Reengagement Program	0
27010	Tacoma School District	3887	Region V Learning Center	0
21302	Chehalis School District	3346	Olympic Elementary	0
17414	Lake Washington School District	3490	Thoreau Elementary	0
03050	Paterson School District	2133	Paterson Elementary School	0
17403	Renton School District	1648	Out Of District Facility	1
17405	Bellevue School District	3224	Sunset Elementary School	0
02250	Clarkston School District	4384	Heights Elementary	0
33206	Columbia (Stevens) School District	3508	Columbia High And Elementary	0
17401	Highline Public Schools	3553	Raisbeck Aviation High School	1
11051	North Franklin School District	3325	Basin City Elem	0
27416	White River School District	4471	Mountain Meadow Elementary	0
17401	Highline Public Schools	3099	Evergreen High School	1
27010	Tacoma School District	4281	Park Avenue Center	0
14068	Elma School District	3217	Elma Elementary School	0
03017	Kennewick School District	5439	Chinook Middle School	0
06101	La Center School District	5326	La Center Home School Academy	0
27010	Tacoma School District	1625	Centro Latino	0
27400	Clover Park School District	2943	Custer Elementary School	0
36101	Dixie School District	2278	Dixie Elementary School	0
31006	Mukilteo School District	4165	Picnic Point Elementary	0
39007	Yakima School District	3615	Lewis & Clark Middle School	0
17401	Highline Public Schools	2843	Riverton Heights Elementary	1
17409	Tahoma School District	4317	Maple Valley High School	0
08122	Longview School District	3976	Structured Learning Center	0
17405	Bellevue School District	5240	Bellevue Big Picture School	0
32356	Central Valley School District	3260	Bowdish Middle School	0
32360	Cheney School District	1769	Three Springs High School	0
27003	Puyallup School District	3896	Sunrise Elementary	0
10309	Republic School District	3559	Republic Junior High	0
17405	Bellevue School District	3166	Highland Middle School	0
17414	Lake Washington School District	4018	Dickinson Elementary	0
17417	Northshore School District	5331	Northshore Online School	0
39002	Union Gap School District	2714	Union Gap School	0
31201	Snohomish School District	1704	Snohomish Freshman Campus	0
31006	Mukilteo School District	1717	Rose Alternative Middle School	0
38300	Colfax School District	3366	Colfax High School	0
27417	Fife School District	4557	Hedden Elementary School	0
17401	Highline Public Schools	2639	White Center Heights Elementary	1
39007	Yakima School District	5264	Ridgeview Group Home	0
17414	Lake Washington School District	3771	Juanita High	0
17414	Lake Washington School District	3232	Redmond Middle School	0
34003	North Thurston Public Schools	3709	Olympic View Elementary	0
17412	Shoreline School District	1771	Home Education Exchange	0
36401	Waitsburg School District	2712	Waitsburg Elementary School	0
17415	Kent School District	2567	Panther Lake Elementary School (Old)	1
13161	Moses Lake School District	4580	Columbia Basin Secondary School	0
06119	Battle Ground School District	1875	Homelink River	0
05121	Port Angeles School District	2368	Jefferson Elementary	0
27003	Puyallup School District	5088	Carson Elementary	0
29101	Sedro-Woolley School District	3403	Clear Lake Elementary School	0
18402	South Kitsap School District	2650	Orchard Heights Elementary	0
27400	Clover Park School District	5411	CPSD Open Doors Program	0
32414	Deer Park School District	5124	BIRTH TO 3 PRESCHOOL	0
31002	Everett School District	2545	Silver Lake Elementary - Everett	0
14028	Hoquiam School District	3622	Hoquiam High School	0
33049	Wellpinit School District	5217	WSD Columbia Basin J.C.	0
27320	Sumner School District	4541	Daffodil Valley Elementary	0
36140	Walla Walla School District	4071	Paine Campus	0
39007	Yakima School District	2818	Gilbert Elementary School	0
29103	Anacortes School District	1905	Cooperatives	0
27403	Bethel School District	4578	Cougar Mountain Middle School	0
06117	Camas School District	5054	Liberty Middle School	0
32361	East Valley School District (Spokane)	2955	Otis Orchards School	0
17401	Highline Public Schools	2982	Bow Lake Elementary	1
25155	Naselle-Grays River Valley School District	3599	Naselle Youth Camp School	0
17415	Kent School District	2851	East Hill Elementary School	1
33207	Mary Walker School District	3894	Springdale Middle School	0
31103	Monroe School District	5040	Park Place Middle School	0
17417	Northshore School District	3287	Westhill Elementary	0
27003	Puyallup School District	5321	Puyallup Open Doors/POD	0
06037	Vancouver School District	1689	Vancouver School of Arts and Academics	0
17210	Federal Way Public Schools	1955	Dynamic Family Services	1
18401	Central Kitsap School District	4444	Emerald Heights Elementary	0
50003	Institutions	3469	Twin Rivers Group Home	0
32081	Spokane School District	1698	SCCP Images	0
22017	Almira School District	2861	Almira High School	0
06119	Battle Ground School District	5360	Open Doors Battle Ground	0
27403	Bethel School District	1560	Thompson Preschool	0
18100	Bremerton School District	4441	Mountain View Middle School	0
27400	Clover Park School District	5386	Clover Park Early Learning Program	0
31332	Granite Falls School District	5349	Granite Falls Open Doors	0
17411	Issaquah School District	3440	Briarwood Elementary	0
17411	Issaquah School District	1624	Issaquah Special Services	0
32363	West Valley School District (Spokane)	1755	West Valley City School	0
13167	Wilson Creek School District	2473	Wilson Creek High	0
31103	Monroe School District	5039	Monroe Elementary School	0
33115	Colville School District	3310	Colville Senior High School	0
29011	Concrete School District	2810	Concrete High School	0
07002	Dayton School District	4011	Dayton Middle School	0
32414	Deer Park School District	5270	Deer Park Early Learning Center	0
37506	Nooksack Valley School District	2687	Nooksack Valley Middle School	0
31401	Stanwood-Camano School District	2400	Stanwood Middle School	0
08458	Kelso School District	1654	Alternative Learning Option	0
17411	Issaquah School District	5201	Creekside Elementary	0
03052	Kiona-Benton City School District	2904	Kiona-Benton City High School	0
17414	Lake Washington School District	1975	Stella Schola	0
38267	Pullman School District	3614	Sunnyside Elementary	0
03400	Richland School District	3732	Sacajawea Elementary	0
29311	La Conner School District	5960	Northwest Career & Technical Academy	0
33049	Wellpinit School District	2549	Wellpinit Elementary School	0
37501	Bellingham School District	1799	Visions (Seamar Youth Center)	0
31015	Edmonds School District	3185	Early Childhood Center	0
19403	Kittitas School District	2569	Kittitas Elementary School	0
17410	Snoqualmie Valley School District	2222	Fall City Elementary	0
32081	Spokane School District	3718	Longfellow Elementary	0
17001	Seattle Public Schools	1864	Career Link	0
11001	Pasco School District	5177	Captain Gray Early Learning Center	0
31330	Darrington School District	3609	Darrington Elementary School	0
04127	Entiat School District	3317	Entiat Middle and High School	0
06114	Evergreen School District (Clark)	4163	Hearthwood Elementary School	0
13161	Moses Lake School District	3215	Moses Lake High School	0
06122	Ridgefield School District	3321	South Ridge Elementary	0
27010	Tacoma School District	2103	Jefferson	0
27010	Tacoma School District	1860	Tacoma School of the Arts	0
03017	Kennewick School District	3144	Washington Elementary School	0
32081	Spokane School District	2106	North Central High School	0
17409	Tahoma School District	4556	Tahoma Jr High	0
17210	Federal Way Public Schools	1759	Internet Academy	1
03017	Kennewick School District	1941	Mid-Columbia Parent Partnership	0
31025	Marysville School District	4357	Cedarcrest School	0
31025	Marysville School District	4323	Kellogg Marsh Elementary School	0
25155	Naselle-Grays River Valley School District	5238	Naselle Homelink	0
38267	Pullman School District	2587	Franklin Elementary	0
27403	Bethel School District	5159	Frederickson Elementary	0
06117	Camas School District	5104	Hayes Freedom High School	0
04222	CASHMERE SCHOOL DISTRICT	2315	CASHMERE MIDDLE SCHOOL	0
03017	Kennewick School District	4484	Southridge High School	0
17415	Kent School District	4520	Kent Elementary School	1
37506	Nooksack Valley School District	2459	Nooksack Valley High School	0
33036	Chewelah School District	2664	Gess Elementary	0
17414	Lake Washington School District	4439	Eastlake High School	0
29101	Sedro-Woolley School District	2620	Lyman Elementary School	0
32081	Spokane School District	2110	Sheridan Elementary	0
27001	Steilacoom Hist. School District	3446	Cherrydale Elementary	0
27010	Tacoma School District	2746	Geiger	0
17415	Kent School District	3570	Sequoia Middle School	1
19028	Easton School District	5242	Easton Secondary School	0
21036	Evaline School District	2355	Evaline Elementary School	0
17401	Highline Public Schools	1973	Woodside	1
27401	Peninsula School District	4189	Minter Creek Elementary	0
04246	Wenatchee School District	5316	Open Doors Wenatchee	0
14005	Aberdeen School District	3476	J M Weatherwax High School	0
14068	Elma School District	1629	East Grays Harbor Lrn Opp Cntr	0
17401	Highline Public Schools	5371	Highline Home School Center	1
17415	Kent School District	4301	Jenkins Creek Elementary School	1
17001	Seattle Public Schools	2202	Martin Luther King Elementary	0
17001	Seattle Public Schools	2081	John Stanford International School	0
10070	Inchelium School District	1887	Inchelium Alternative School	0
17405	Bellevue School District	3437	Newport Heights Elementary	0
17210	Federal Way Public Schools	5138	Technology Access Foundation Academy	1
17001	Seattle Public Schools	2730	Arbor Heights Elementary School	1
27083	University Place School District	3601	Sunset Primary	0
27403	Bethel School District	4407	Frontier Middle School	0
20203	Bickleton School District	3392	Bickleton Elementary & High Schl	0
16049	Chimacum School District	4261	Chimacum Middle School	0
31015	Edmonds School District	1966	Edmonds Home Resource Center	0
37504	Lynden School District	2219	Lynden Middle School	0
33049	Wellpinit School District	5461	Wellpinit Fort Simcoe SEA	0
39208	West Valley School District (Yakima)	4448	Cottonwood Elementary School	0
06119	Battle Ground School District	4351	Maple Grove Middle	0
27401	Peninsula School District	5121	Tacoma Community College Fresh Start Program	0
25116	Raymond School District	5253	GRAVITY Re-engagement School	0
17415	Kent School District	3676	Cedar Valley Elementary School	1
34111	Olympia School District	2448	Garfield Elementary School	0
17001	Seattle Public Schools	5406	Bridges Transition	1
03053	Finley School District	2367	River View High School	0
08458	Kelso School District	2596	Rose Valley Elementary	0
28149	San Juan Island School District	2520	Friday Harbor Elementary School	0
17412	Shoreline School District	2185	Lake Forest Park Elementary	0
27010	Tacoma School District	1816	TCC Fresh Start	0
37501	Bellingham School District	2262	Geneva Elementary School	0
10050	Curlew School District	1921	Curlew Parent Partner	0
31015	Edmonds School District	3304	Cedar Way Elementary	0
